id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,cluster
17466,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Beyouty Women Zena BR 01 White Bra,data/images\17466.jpg,15
53478,Women,Apparel,Innerwear,Bra,Off White,Summer,2017.0,Casual,Amante Off-White Full-Coverage Bra BCSB02,data/images\53478.jpg,12
56286,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Women Skin  Bra,data/images\56286.jpg,12
21611,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Enamor Women Smooth Pink Bra,data/images\21611.jpg,15
27129,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Miss-T White Bra,data/images\27129.jpg,15
51832,Women,Apparel,Innerwear,Bra,Beige,Summer,2016.0,Casual,Bwitch Beige Full-Coverage Bra BW335,data/images\51832.jpg,12
59725,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Avirate White Bra,data/images\59725.jpg,12
51000,Women,Apparel,Innerwear,Bra,Maroon,Summer,2018.0,Casual,Enamor Maroon Bra FB06,data/images\51000.jpg,12
53480,Women,Apparel,Innerwear,Bra,Mushroom Brown,Summer,2017.0,Casual,Amante Mushroom Brown Full-Coverage Bra BCSB02,data/images\53480.jpg,12
51019,Women,Apparel,Innerwear,Bra,Beige,Summer,2017.0,Casual,Enamor Buff Coloured Reveal Bra,data/images\51019.jpg,12
57316,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Amante Pink Full-Coverage Lace Bra BCFR01,data/images\57316.jpg,12
56288,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Biara Women Black Bra,data/images\56288.jpg,12
27451,Women,Apparel,Innerwear,Bra,Beige,Summer,2018.0,Casual,Jockey Essence Beige Full-Coverage Bra 1615,data/images\27451.jpg,12
51018,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Enamor Black Bra,data/images\51018.jpg,12
51024,Women,Apparel,Innerwear,Bra,Cream,Summer,2017.0,Casual,Enamor Cream Smooth Bra,data/images\51024.jpg,12
30463,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women All Day Long Pink Bra,data/images\30463.jpg,15
51025,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Mauve Glow Smooth Bra,data/images\51025.jpg,12
57350,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSB01,data/images\57350.jpg,12
56294,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Women Rose  Bra,data/images\56294.jpg,12
30505,Women,Apparel,Innerwear,Bra,White,Summer,2015.0,Casual,Lovable Women Momeez White Bra,data/images\30505.jpg,15
50970,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Enamor Women Purple Bra,data/images\50970.jpg,12
59066,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,data/images\59066.jpg,12
30480,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women Tease Pink Bra,data/images\30480.jpg,12
27460,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Black Seamless Bra 1718,data/images\27460.jpg,15
27454,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Black Full-Coverage Bra 1616,data/images\27454.jpg,15
56421,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Women Black  Bra,data/images\56421.jpg,12
30508,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Lovable Women Spice Black Bra,data/images\30508.jpg,15
53463,Women,Apparel,Innerwear,Bra,Pink,Summer,2018.0,Casual,Amante Pink Full-Coverage Lace Bra BCLC11,data/images\53463.jpg,12
50008,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Moulded Contour Bra,data/images\50008.jpg,12
59724,Women,Apparel,Innerwear,Bra,Beige,Summer,2012.0,Casual,Avirate Beige & Black Bra,data/images\59724.jpg,12
39539,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Bwitch Pink Bra,data/images\39539.jpg,12
27479,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Essence White Seamless Bra 2003,data/images\27479.jpg,15
57351,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSB02,data/images\57351.jpg,12
59741,Women,Apparel,Innerwear,Bra,Red,Summer,2014.0,Casual,Avirate Red & Black Bra,data/images\59741.jpg,12
51829,Women,Apparel,Innerwear,Bra,Red,Summer,2016.0,Casual,Bwitch Red Bra,data/images\51829.jpg,12
57320,Women,Apparel,Innerwear,Bra,Maroon,Winter,2015.0,Casual,Amante Maroon Full-Coverage Lace Bra BCFR02,data/images\57320.jpg,12
53493,Women,Apparel,Innerwear,Bra,Blue,Winter,2015.0,Casual,Amante Blue Push-Up Bra BFCV11,data/images\53493.jpg,12
56419,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Biara Women Pink Bra,data/images\56419.jpg,12
59689,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Avirate Pink & Black Bra,data/images\59689.jpg,12
17464,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Beyouty Women Zena BR 01 Pink Bra,data/images\17464.jpg,15
5026,Women,Apparel,Innerwear,Bra,Purple,Summer,2011.0,Sports,ADIDAS Women Short Purple Sports Bra,data/images\5026.jpg,12
30535,Women,Apparel,Innerwear,Bra,Skin,Summer,2014.0,Casual,Lovable Skin Coloured Bra CES 421,data/images\30535.jpg,12
56283,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Beige Everyday Support Bra,data/images\56283.jpg,12
51867,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch Black Bra,data/images\51867.jpg,12
57338,Women,Apparel,Innerwear,Bra,Purple,Winter,2015.0,Casual,Amante Purple Demi-Cup Lace Bra BGDC01,data/images\57338.jpg,12
21645,Women,Apparel,Innerwear,Bra,Black,Summer,2018.0,Casual,Enamor Black Smooth Bra,data/images\21645.jpg,12
57339,Women,Apparel,Innerwear,Bra,Green,Winter,2015.0,Casual,Amante Green Demi-Cup Lace Bra BGDC01,data/images\57339.jpg,12
56270,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Black Every Day Support Bra,data/images\56270.jpg,12
50043,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Concealing Petals Strapless Bra,data/images\50043.jpg,12
30525,Women,Apparel,Innerwear,Bra,Red,Spring,2013.0,Casual,Lovable Cotton Essensuals Red Bra,data/images\30525.jpg,12
45100,Women,Apparel,Innerwear,Bra,Pink,Summer,2016.0,Casual,Bw!tch Pink Rose Alba Bra,data/images\45100.jpg,12
56273,Women,Apparel,Innerwear,Bra,Blue,Summer,2017.0,Casual,Biara Women Blue Bra,data/images\56273.jpg,12
56295,Women,Apparel,Innerwear,Bra,Purple,Winter,2015.0,Casual,Biara Women Purple Bra,data/images\56295.jpg,12
59077,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,data/images\59077.jpg,12
21639,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Smooth Black Bra,data/images\21639.jpg,12
45088,Women,Apparel,Innerwear,Bra,Peach,Winter,2015.0,Casual,Bwitch Peach Precious Bra,data/images\45088.jpg,12
45097,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Bwitch Pink Ruby Bra,data/images\45097.jpg,12
59084,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,data/images\59084.jpg,12
21622,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Enamor Women Pink Bra,data/images\21622.jpg,15
56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Black Everyday Support Bra,data/images\56282.jpg,12
59070,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,data/images\59070.jpg,12
30493,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women Fiona Rose Pink Bra,data/images\30493.jpg,12
51030,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Enamor Mulberry Purple Coloured Bra,data/images\51030.jpg,12
57318,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black Full-Coverage Lace Bra BCFR02,data/images\57318.jpg,12
51050,Women,Apparel,Innerwear,Bra,Red,Summer,2017.0,Casual,Enamor Red Bra,data/images\51050.jpg,12
30467,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Lovable Women All Day Long White Bra,data/images\30467.jpg,12
27138,Women,Apparel,Innerwear,Bra,Cream,Summer,2017.0,Casual,Miss-T Cream Bra,data/images\27138.jpg,15
50041,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Concealing Petals Underwire Moulded Bra,data/images\50041.jpg,12
51815,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch Black Bra,data/images\51815.jpg,12
56271,Women,Apparel,Innerwear,Bra,Nude,Summer,2017.0,Casual,Biara Women Nude Bra,data/images\56271.jpg,12
59739,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Avirate Pink & Black Bra,data/images\59739.jpg,12
50002,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Hanes Women White Cotton Stretch Shirred Crop Top Bra,data/images\50002.jpg,12
21644,Women,Apparel,Innerwear,Bra,White,Fall,2012.0,Casual,Enamor Women Smooth White Bra,data/images\21644.jpg,15
51006,Women,Apparel,Innerwear,Bra,Brown,Summer,2017.0,Casual,Enamor Brown Bra,data/images\51006.jpg,12
59087,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black  Bra,data/images\59087.jpg,12
59706,Women,Apparel,Innerwear,Bra,Red,Summer,2014.0,Casual,Avirate Red & White Bra,data/images\59706.jpg,12
57352,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSC02,data/images\57352.jpg,12
30477,Women,Apparel,Innerwear,Bra,Beige,Summer,2014.0,Casual,Lovable Women Encircle Beige Bra,data/images\30477.jpg,12
59088,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Peri Peri Women Purple Bra,data/images\59088.jpg,12
50994,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Enamor Black Smooth Bra,data/images\50994.jpg,12
59065,Women,Apparel,Innerwear,Bra,Blue,Summer,2017.0,Casual,Peri Peri Women Blue Bra,data/images\59065.jpg,12
57357,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black Printed Push-Up Bra BGSS01,data/images\57357.jpg,12
59098,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Peri Peri Women Purple Bra,data/images\59098.jpg,12
51001,Women,Apparel,Innerwear,Bra,Skin,Summer,2018.0,Casual,Enamor Full Figure Skin Bra,data/images\51001.jpg,12
51784,Women,Apparel,Innerwear,Bra,Beige,Summer,2016.0,Casual,Bwitch Women Caramel Bra,data/images\51784.jpg,12
30474,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Lovable Women All Day Long White Bra,data/images\30474.jpg,15
21661,Women,Apparel,Innerwear,Bra,Red,Summer,2014.0,Casual,Enamor Women Smooth Red Bra,data/images\21661.jpg,12
57342,Women,Apparel,Innerwear,Bra,Silver,Winter,2015.0,Casual,Amante Silver-Toned Bra-BGDI01,data/images\57342.jpg,12
21642,Women,Apparel,Innerwear,Bra,White,Summer,2018.0,Casual,Enamor Women Lift White Bra,data/images\21642.jpg,12
51202,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Enamor Women Skin Bra,data/images\51202.jpg,12
27482,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Jockey Essence Pink Bra 2004,data/images\27482.jpg,15
30526,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Cotton Essensuals Pink Bra,data/images\30526.jpg,12
50045,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Hanes Women White Moulded Tee Shirt Bra,data/images\50045.jpg,12
51054,Women,Apparel,Innerwear,Bra,Lavender,Summer,2017.0,Casual,Enamor Lavender Bra,data/images\51054.jpg,12
56420,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Biara Women White Bra,data/images\56420.jpg,12
57360,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black Printed Full-Coverage Bra BGSW02,data/images\57360.jpg,12
51028,Women,Apparel,Innerwear,Bra,Teal,Summer,2017.0,Casual,Enamor Teal Smooth Bra,data/images\51028.jpg,12
27508,Women,Apparel,Innerwear,Bra,Black,Fall,2015.0,Casual,Jockey Black T-shirt Bra SS 15,data/images\27508.jpg,15
50978,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Enamor Masai Lift Bra,data/images\50978.jpg,12
50006,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Light Padded Bra,data/images\50006.jpg,12
57323,Women,Apparel,Innerwear,Bra,Cream,Winter,2015.0,Casual,Amante Cream-Coloured Full-Coverage Lace Bra BCFR11,data/images\57323.jpg,12
27432,Women,Apparel,Innerwear,Bra,Black,Summer,2018.0,Sports,Jockey Black Eva Sports Bra 1375,data/images\27432.jpg,15
59073,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Peri Peri Women Skin Bra,data/images\59073.jpg,12
27398,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Jockey Pink Solid Non-Wired Non-Padded Cross Over Bra 1242-0105,data/images\27398.jpg,12
21650,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Classique Black Bra,data/images\21650.jpg,15
59718,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Avirate White Bra,data/images\59718.jpg,12
27401,Women,Apparel,Innerwear,Bra,White,Summer,2018.0,Casual,Jockey White Solid Non-Wired Non-Padded Cross Over Bra 1242-0105,data/images\27401.jpg,12
27128,Women,Apparel,Innerwear,Bra,Cream,Summer,2017.0,Casual,Miss-T Cream Bra,data/images\27128.jpg,15
27116,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Miss-T White Bra,data/images\27116.jpg,15
51048,Women,Apparel,Innerwear,Bra,Green,Summer,2017.0,Casual,Enamor Sage Green Bra,data/images\51048.jpg,12
51825,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch  Black Bra,data/images\51825.jpg,12
57329,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Amante Pink Full-Coverage T-shirt Bra BCMV01,data/images\57329.jpg,12
51027,Women,Apparel,Innerwear,Bra,Brown,Summer,2017.0,Casual,Enamor Brown Smooth Bra,data/images\51027.jpg,12
51781,Women,Apparel,Innerwear,Bra,Grey,Summer,2016.0,Casual,Bwitch Grey Lace  Bra,data/images\51781.jpg,12
57335,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Bra BCSO01,data/images\57335.jpg,12
27509,Women,Apparel,Innerwear,Bra,Red,Fall,2015.0,Casual,Jockey Red T-shirt Bra SS15,data/images\27509.jpg,15
54325,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Garfield Women White & Pink Bra,data/images\54325.jpg,12
56276,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Women Skin Bra,data/images\56276.jpg,12
54305,Women,Apparel,Innerwear,Bra,Grey Melange,Summer,2017.0,Casual,Garfield Women Grey Melange Striped Bra GFA12-004,data/images\54305.jpg,12
59740,Women,Apparel,Innerwear,Bra,Peach,Summer,2014.0,Casual,Avirate Peach & Black Bra,data/images\59740.jpg,12
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Lovable Women Fiona Purple Bra,data/images\30496.jpg,15
30500,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Lovable Women Fiona Purple Bra,data/images\30500.jpg,12
27480,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Essence Black Bra 2004,data/images\27480.jpg,15
59726,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Avirate Purple & Black Bra,data/images\59726.jpg,12
59096,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,data/images\59096.jpg,12
27455,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Jockey Nude-Coloured Full-Coverage Bra 1616,data/images\27455.jpg,15
27472,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Jockey Essence Black Bra 2001,data/images\27472.jpg,15
56280,Women,Apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Biara Women Red Bra,data/images\56280.jpg,12
53468,Women,Apparel,Innerwear,Bra,Nude,Summer,2018.0,Casual,Amante Confidence Nude-Coloured Balconette Bra BCMW11,data/images\53468.jpg,12
39541,Women,Apparel,Innerwear,Bra,Maroon,Winter,2015.0,Casual,Bwitch Maroon Bra,data/images\39541.jpg,12
51204,Women,Apparel,Innerwear,Bra,Peach,Summer,2017.0,Casual,Enamor Women Peach Bra,data/images\51204.jpg,12
53520,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black Full-Coverage Lace Bra BGBR11,data/images\53520.jpg,12
27507,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey White T-shirt Bra SS14,data/images\27507.jpg,15
39542,Women,Apparel,Innerwear,Bra,Cream,Summer,2016.0,Casual,Bwitch Cream Bra,data/images\39542.jpg,12
54302,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Garfield Women Pink & Red Bra,data/images\54302.jpg,12
50000,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Racer Back Sports Bra,data/images\50000.jpg,12
50036,Women,Apparel,Innerwear,Bra,Skin,Winter,2015.0,Casual,Hanes Women Skin Coloured Ultimate Wirefree Bra 83Z9PG449-004-PL,data/images\50036.jpg,12
30487,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Lovable Women Encircle Black Bra,data/images\30487.jpg,12
21641,Women,Apparel,Innerwear,Bra,Skin,Summer,2018.0,Casual,Enamor Women Lift Skin Bra,data/images\21641.jpg,12
27505,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Women Black Underwired Bra SS 14,data/images\27505.jpg,15
53485,Women,Apparel,Innerwear,Bra,Grey,Winter,2015.0,Casual,Amante Grey Sports Bra BCST03,data/images\53485.jpg,4
57346,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Bra-BGEC01,data/images\57346.jpg,12
50967,Women,Apparel,Innerwear,Bra,Red,Summer,2018.0,Casual,Enamor Glitzies Red Lift Bra DB05,data/images\50967.jpg,12
59072,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,data/images\59072.jpg,12
56287,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Biara Women White Bra,data/images\56287.jpg,12
39535,Women,Apparel,Innerwear,Bra,White,Summer,2016.0,Casual,Bwitch White & Red Rosemary Bra,data/images\39535.jpg,12
53492,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Push-Up Bra BFCV11,data/images\53492.jpg,12
27503,Women,Apparel,Innerwear,Bra,Red,Fall,2015.0,Casual,Jockey Signature Stretch Red Bra SS 12,data/images\27503.jpg,15
50979,Women,Apparel,Innerwear,Bra,Peach,Summer,2017.0,Casual,Enamor Peach Lift Bra,data/images\50979.jpg,12
17463,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Beyouty Women Zena BR 01 Black Bra,data/images\17463.jpg,15
59705,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Avirate Black & White Bra,data/images\59705.jpg,12
51016,Women,Apparel,Innerwear,Bra,Lavender,Summer,2017.0,Casual,Enamor Lupine Coloured Smooth Bra,data/images\51016.jpg,12
27121,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Miss-T Maroon Bra,data/images\27121.jpg,15
56298,Women,Apparel,Innerwear,Bra,Red,Summer,2017.0,Casual,Biara Women Red Blush Bra,data/images\56298.jpg,12
53486,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Amante Black Sports Bra BCST11,data/images\53486.jpg,12
51049,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Enamor Maroon La Mode Bra,data/images\51049.jpg,12
53461,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra,data/images\53461.jpg,12
39537,Women,Apparel,Innerwear,Bra,Cream,Winter,2015.0,Casual,Bwitch Cream Bra,data/images\39537.jpg,12
56310,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Biara Women Pink Bra,data/images\56310.jpg,12
51026,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Enamor High Spirits Buff Bra HB65,data/images\51026.jpg,12
27404,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Jockey Essence Jane White T-shirt Bra 1243,data/images\27404.jpg,15
50039,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra,data/images\50039.jpg,12
21615,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Enamor Women Smooth Purple Bra,data/images\21615.jpg,15
56311,Women,Apparel,Innerwear,Bra,Nude,Summer,2017.0,Casual,Biara Women Nude Bra,data/images\56311.jpg,12
27483,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Essence White Bra 2004,data/images\27483.jpg,15
59076,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Peri Peri Women Skin Bra,data/images\59076.jpg,12
39540,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Bwitch Women White Bra,data/images\39540.jpg,12
57354,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Full-Coverage T-shirt Bra BGSI01,data/images\57354.jpg,12
39533,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch Black Bra,data/images\39533.jpg,12
57362,Women,Apparel,Innerwear,Bra,Purple,Winter,2015.0,Casual,Amante Purple Full-Coverage Bra BGTC01,data/images\57362.jpg,12
50038,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Concealing Petals Wirefree Moulded Bra,data/images\50038.jpg,12
57336,Women,Apparel,Innerwear,Bra,Off White,Winter,2015.0,Casual,Amante Off-White Striped Bra BCSY01,data/images\57336.jpg,12
39543,Women,Apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Bwitch Red Bra,data/images\39543.jpg,12
57326,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-shirt Bra BCMF02,data/images\57326.jpg,12
53477,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Amante Black Full-Coverage T-shirt Bra BCSB02,data/images\53477.jpg,12
57313,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Full-Coverage Bra BCFN02,data/images\57313.jpg,12
27435,Women,Apparel,Innerwear,Bra,Grey Melange,Winter,2015.0,Sports,Jockey Grey Melange Xena Sports Bra 1378,data/images\27435.jpg,15
51827,Women,Apparel,Innerwear,Bra,Grey,Summer,2016.0,Casual,Bwitch Grey Bra,data/images\51827.jpg,12
21640,Women,Apparel,Innerwear,Bra,Black,Summer,2018.0,Casual,Enamor Women Lift Black Bra,data/images\21640.jpg,15
56307,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Biara Women Purple Bra,data/images\56307.jpg,12
27475,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Women White Essence Bra 2001,data/images\27475.jpg,15
59075,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,data/images\59075.jpg,12
21643,Women,Apparel,Innerwear,Bra,Skin,Summer,2014.0,Casual,Enamor Women Smooth Skin Bra,data/images\21643.jpg,15
50968,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Enamor White Lift Bra,data/images\50968.jpg,12
27450,Women,Apparel,Innerwear,Bra,Black,Winter,2017.0,Casual,Jockey Essence Black Solid Non-Wired Non-Padded Slim Fit Bra 1615,data/images\27450.jpg,12
